template_id,match_index,match_time,correlation,station,network,channel
motif3_a,1792584,2024-09-23T01:59:30.336438Z,0.9620415805299999,,,
motif3_a,1215433,2024-09-23T01:21:01.732297Z,0.949278109552,,,
motif3_a,379898,2024-09-23T00:25:19.592093Z,0.937774470508,,,
motif3_a,384007,2024-09-23T00:25:36.028094Z,0.9354061235,,,
motif3_a,963201,2024-09-23T01:04:12.804235Z,0.9314082567309999,,,
motif3_a,374496,2024-09-23T00:24:57.984091Z,0.920050471673,,,
motif3_b,1320951,2024-09-23T01:28:03.804322Z,0.9620415805299999,,,
motif3_b,963201,2024-09-23T01:04:12.804235Z,0.948505679995,,,
motif3_b,379898,2024-09-23T00:25:19.592093Z,0.944047229784,,,
motif3_b,1215433,2024-09-23T01:21:01.732297Z,0.9422031648379999,,,
motif3_b,384007,2024-09-23T00:25:36.028094Z,0.930395511448,,,
motif3_b,98635,2024-09-23T00:06:34.540024Z,0.928370146679,,,
motif3_b,1394395,2024-09-23T01:32:57.580340Z,0.918919484833,,,
motif3_b,163987,2024-09-23T00:10:55.948040Z,0.9168982509450001,,,
motif3_b,1709470,2024-09-23T01:53:57.880417Z,0.9104039216359999,,,
motif3_b,374497,2024-09-23T00:24:57.988091Z,0.9042837428630001,,,
motif5_a,379900,2024-09-23T00:25:19.600093Z,0.964547972115,,,
motif5_a,384008,2024-09-23T00:25:36.032094Z,0.9592158293899999,,,
motif5_a,1320952,2024-09-23T01:28:03.808322Z,0.948801249049,,,
motif5_a,1792585,2024-09-23T01:59:30.340438Z,0.9371175314970001,,,
motif5_a,374498,2024-09-23T00:24:57.992091Z,0.9234595668950001,,,
motif5_a,963202,2024-09-23T01:04:12.808235Z,0.910860638866,,,
motif5_a,387843,2024-09-23T00:25:51.372095Z,0.9094547933079999,,,
motif5_a,1394396,2024-09-23T01:32:57.584340Z,0.9074654903899999,,,
motif5_b,1215434,2024-09-23T01:21:01.736297Z,0.964547972115,,,
motif5_b,1320953,2024-09-23T01:28:03.812322Z,0.9337239772849999,,,
motif5_b,384008,2024-09-23T00:25:36.032094Z,0.925927182886,,,
motif5_b,1792585,2024-09-23T01:59:30.340438Z,0.908607449546,,,
