template_id,start_time,end_time,station,network,channel,latitude,longitude,sampling_rate,start_index
motif3_b,2024-09-23T00:26:25.956097Z,2024-09-23T00:26:26.952097Z,,,,,,249.999984741,396489
motif1_a,2024-09-23T00:26:26.004097Z,2024-09-23T00:26:27.000097Z,,,,,,249.999984741,396501
motif5_b,2024-09-23T02:05:00.048458Z,2024-09-23T02:05:01.044458Z,,,,,,249.999984741,1875012
motif1_b,2024-09-23T02:05:00.104458Z,2024-09-23T02:05:01.100458Z,,,,,,249.999984741,1875026
