template_id,start_time,end_time,station,network,channel,latitude,longitude,sampling_rate,start_index
motif4_b,2024-09-23T03:14:29.832712Z,2024-09-23T03:14:30.828712Z,,,,,,249.999984741,2917458
motif4_a,2024-09-23T04:36:41.689013Z,2024-09-23T04:36:42.685013Z,,,,,,249.999984741,4150422
