template_id,match_index,match_time,correlation,station,network,channel
motif1_a,1875026,2024-09-23T02:05:00.104458Z,0.984742512717,,,
motif1_a,2340445,2024-09-23T02:36:01.780571Z,0.9661809375849999,,,
motif1_a,2395629,2024-09-23T02:39:42.516585Z,0.960508718247,,,
motif1_a,131820,2024-09-23T00:08:47.280032Z,0.929699586878,,,
motif1_a,2228737,2024-09-23T02:28:34.948544Z,0.917290859238,,,
motif1_b,396501,2024-09-23T00:26:26.004097Z,0.984742512717,,,
motif1_b,2340445,2024-09-23T02:36:01.780571Z,0.980539352262,,,
motif1_b,2395629,2024-09-23T02:39:42.516585Z,0.9749929797429999,,,
motif1_b,131820,2024-09-23T00:08:47.280032Z,0.944135040849,,,
motif1_b,2228737,2024-09-23T02:28:34.948544Z,0.9183404267280001,,,
motif3_b,1875014,2024-09-23T02:05:00.056458Z,0.984549475147,,,
motif3_b,2340433,2024-09-23T02:36:01.732571Z,0.963218355325,,,
motif3_b,2395617,2024-09-23T02:39:42.468585Z,0.9558892521150001,,,
motif3_b,131808,2024-09-23T00:08:47.232032Z,0.922460195249,,,
motif5_b,396487,2024-09-23T00:26:25.948097Z,0.9846089967910001,,,
motif5_b,2340431,2024-09-23T02:36:01.724571Z,0.9791785640799999,,,
motif5_b,2395615,2024-09-23T02:39:42.460585Z,0.973700075563,,,
motif5_b,131806,2024-09-23T00:08:47.224032Z,0.9419396111499999,,,
