template_id,start_time,end_time,station,network,channel,latitude,longitude,sampling_rate,start_index
motif4_b,2024-09-23T00:24:07.712088Z,2024-09-23T00:24:57.708091Z,,,,,,249.999984741,361928
motif4_a,2024-09-23T01:20:12.712294Z,2024-09-23T01:21:02.708297Z,,,,,,249.999984741,1203178
