template_id,match_index,match_time,correlation,station,network,channel
motif4_a,374498,2024-09-23T00:24:57.992091Z,0.935142962743,,,
motif4_a,1215434,2024-09-23T01:21:01.736297Z,0.927465724027,,,
motif4_a,1215435,2024-09-23T01:21:01.740297Z,0.928269656838,,,
motif4_a,1320953,2024-09-23T01:28:03.812322Z,0.907656231502,,,
motif4_a,1394396,2024-09-23T01:32:57.584340Z,0.935493125667,,,
motif4_a,1709472,2024-09-23T01:53:57.888417Z,0.931746089736,,,
motif4_a,1792585,2024-09-23T01:59:30.340438Z,0.915308248434,,,
motif4_a,1792586,2024-09-23T01:59:30.344438Z,0.929289687543,,,
motif4_a,2113901,2024-09-23T02:20:55.604516Z,0.901955397388,,,
motif4_a,2328313,2024-09-23T02:35:13.252568Z,0.928680274941,,,
motif4_a,2435135,2024-09-23T02:42:20.540595Z,0.913050883995,,,
motif4_a,2477713,2024-09-23T02:45:10.852605Z,0.90245490903,,,
motif4_a,2494111,2024-09-23T02:46:16.444609Z,0.92563217276,,,
motif4_a,2600033,2024-09-23T02:53:20.132635Z,0.92814199722,,,
motif4_a,2659730,2024-09-23T02:57:18.920649Z,0.902864842521,,,
motif4_a,2665899,2024-09-23T02:57:43.596651Z,0.90050658898,,,
motif4_a,2750883,2024-09-23T03:03:23.532672Z,0.941332901958,,,
motif4_a,2770916,2024-09-23T03:04:43.664676Z,0.951694578965,,,
motif4_a,2917458,2024-09-23T03:14:29.832712Z,0.992205634046,,,
motif4_a,2917459,2024-09-23T03:14:29.836712Z,0.919381525733,,,
motif4_a,3162884,2024-09-23T03:30:51.536772Z,0.90315174364,,,
motif4_a,3245198,2024-09-23T03:36:20.792792Z,0.907025982564,,,
motif4_a,3346393,2024-09-23T03:43:05.572817Z,0.908989897349,,,
motif4_a,3859170,2024-09-23T04:17:16.680942Z,0.939586959795,,,
motif4_a,3945174,2024-09-23T04:23:00.696963Z,0.94100074939,,,
motif4_a,3945175,2024-09-23T04:23:00.700963Z,0.903059229262,,,
motif4_a,3947751,2024-09-23T04:23:11.004964Z,0.908602068499,,,
motif4_a,4089348,2024-09-23T04:32:37.392998Z,0.911611380944,,,
motif4_a,4425119,2024-09-23T04:55:00.477080Z,0.946449041607,,,
motif4_a,4646725,2024-09-23T05:09:46.901134Z,0.942437866381,,,
motif4_a,4725077,2024-09-23T05:15:00.309154Z,0.965109455457,,,
motif4_a,4741605,2024-09-23T05:16:06.421158Z,0.907095644369,,,
motif4_a,4773140,2024-09-23T05:18:12.561165Z,0.908886645429,,,
motif4_a,5029427,2024-09-23T05:35:17.709228Z,0.905195575605,,,
motif4_a,5136178,2024-09-23T05:42:24.713254Z,0.968802515979,,,
motif4_a,5136179,2024-09-23T05:42:24.717254Z,0.900120853958,,,
motif4_a,5173110,2024-09-23T05:44:52.441263Z,0.938282425242,,,
motif4_a,5194851,2024-09-23T05:46:19.405268Z,0.908821993889,,,
motif4_b,374498,2024-09-23T00:24:57.992091Z,0.929702353664,,,
motif4_b,860578,2024-09-23T00:57:22.312210Z,0.910782261196,,,
motif4_b,1215434,2024-09-23T01:21:01.736297Z,0.906511348637,,,
motif4_b,1215435,2024-09-23T01:21:01.740297Z,0.90632258217,,,
motif4_b,1394396,2024-09-23T01:32:57.584340Z,0.926782359835,,,
motif4_b,1792586,2024-09-23T01:59:30.344438Z,0.90215381469,,,
motif4_b,2328313,2024-09-23T02:35:13.252568Z,0.93021415388,,,
motif4_b,2435135,2024-09-23T02:42:20.540595Z,0.909812281645,,,
motif4_b,2494111,2024-09-23T02:46:16.444609Z,0.910456665651,,,
motif4_b,2600033,2024-09-23T02:53:20.132635Z,0.948701547062,,,
motif4_b,2750883,2024-09-23T03:03:23.532672Z,0.935279680156,,,
motif4_b,2770916,2024-09-23T03:04:43.664676Z,0.953497749963,,,
motif4_b,3479693,2024-09-23T03:51:58.772850Z,0.908867562184,,,
motif4_b,3479694,2024-09-23T03:51:58.776850Z,0.908356764392,,,
motif4_b,3859170,2024-09-23T04:17:16.680942Z,0.920426270521,,,
motif4_b,3945174,2024-09-23T04:23:00.696963Z,0.917411803923,,,
motif4_b,4089348,2024-09-23T04:32:37.392998Z,0.909399647032,,,
motif4_b,4150396,2024-09-23T04:36:41.585013Z,0.901601548013,,,
motif4_b,4150397,2024-09-23T04:36:41.589013Z,0.915102617184,,,
motif4_b,4150421,2024-09-23T04:36:41.685013Z,0.921452110854,,,
motif4_b,4150422,2024-09-23T04:36:41.689013Z,0.992205634046,,,
motif4_b,4425119,2024-09-23T04:55:00.477080Z,0.926495106354,,,
motif4_b,4646725,2024-09-23T05:09:46.901134Z,0.932766326807,,,
motif4_b,4725077,2024-09-23T05:15:00.309154Z,0.949623264697,,,
motif4_b,4773140,2024-09-23T05:18:12.561165Z,0.910992562493,,,
motif4_b,5029426,2024-09-23T05:35:17.705228Z,0.908184705522,,,
motif4_b,5136178,2024-09-23T05:42:24.713254Z,0.982024783606,,,
motif4_b,5136179,2024-09-23T05:42:24.717254Z,0.901508738434,,,
motif4_b,5173110,2024-09-23T05:44:52.441263Z,0.912309820217,,,
