event_id,template_id,match_time,match_index,correlation,station,network,channel,image_path,image_norm_path,image_overlay_path,sac_path,template_path
motif4_a_match0,motif4_a,2024-09-23T03:14:29.832712Z,2917458,0.992205634046,,,,results/006Hours-250Hz-1.0s-GPU/detections/images/motif4_a_match0.png,results/006Hours-250Hz-1.0s-GPU/detections/images_normalized/motif4_a_match0_norm.png,results/006Hours-250Hz-1.0s-GPU/detections/images_norm_overlays/motif4_a_match0_overlay.png,results/006Hours-250Hz-1.0s-GPU/detections/traces/motif4_a_match0.sac,results/006Hours-250Hz-1.0s-GPU/templates/traces/motif4_a.sac
motif4_a_match1,motif4_a,2024-09-23T05:42:24.713254Z,5136178,0.968802515979,,,,results/006Hours-250Hz-1.0s-GPU/detections/images/motif4_a_match1.png,results/006Hours-250Hz-1.0s-GPU/detections/images_normalized/motif4_a_match1_norm.png,results/006Hours-250Hz-1.0s-GPU/detections/images_norm_overlays/motif4_a_match1_overlay.png,results/006Hours-250Hz-1.0s-GPU/detections/traces/motif4_a_match1.sac,results/006Hours-250Hz-1.0s-GPU/templates/traces/motif4_a.sac
motif4_a_match2,motif4_a,2024-09-23T05:15:00.309154Z,4725077,0.965109455457,,,,results/006Hours-250Hz-1.0s-GPU/detections/images/motif4_a_match2.png,results/006Hours-250Hz-1.0s-GPU/detections/images_normalized/motif4_a_match2_norm.png,results/006Hours-250Hz-1.0s-GPU/detections/images_norm_overlays/motif4_a_match2_overlay.png,results/006Hours-250Hz-1.0s-GPU/detections/traces/motif4_a_match2.sac,results/006Hours-250Hz-1.0s-GPU/templates/traces/motif4_a.sac
motif4_a_match3,motif4_a,2024-09-23T03:04:43.664676Z,2770916,0.951694578965,,,,results/006Hours-250Hz-1.0s-GPU/detections/images/motif4_a_match3.png,results/006Hours-250Hz-1.0s-GPU/detections/images_normalized/motif4_a_match3_norm.png,results/006Hours-250Hz-1.0s-GPU/detections/images_norm_overlays/motif4_a_match3_overlay.png,results/006Hours-250Hz-1.0s-GPU/detections/traces/motif4_a_match3.sac,results/006Hours-250Hz-1.0s-GPU/templates/traces/motif4_a.sac
motif4_a_match4,motif4_a,2024-09-23T04:55:00.477080Z,4425119,0.946449041607,,,,results/006Hours-250Hz-1.0s-GPU/detections/images/motif4_a_match4.png,results/006Hours-250Hz-1.0s-GPU/detections/images_normalized/motif4_a_match4_norm.png,results/006Hours-250Hz-1.0s-GPU/detections/images_norm_overlays/motif4_a_match4_overlay.png,results/006Hours-250Hz-1.0s-GPU/detections/traces/motif4_a_match4.sac,results/006Hours-250Hz-1.0s-GPU/templates/traces/motif4_a.sac
motif4_a_match5,motif4_a,2024-09-23T05:09:46.901134Z,4646725,0.942437866381,,,,results/006Hours-250Hz-1.0s-GPU/detections/images/motif4_a_match5.png,results/006Hours-250Hz-1.0s-GPU/detections/images_normalized/motif4_a_match5_norm.png,results/006Hours-250Hz-1.0s-GPU/detections/images_norm_overlays/motif4_a_match5_overlay.png,results/006Hours-250Hz-1.0s-GPU/detections/traces/motif4_a_match5.sac,results/006Hours-250Hz-1.0s-GPU/templates/traces/motif4_a.sac
motif4_a_match6,motif4_a,2024-09-23T03:03:23.532672Z,2750883,0.941332901958,,,,results/006Hours-250Hz-1.0s-GPU/detections/images/motif4_a_match6.png,results/006Hours-250Hz-1.0s-GPU/detections/images_normalized/motif4_a_match6_norm.png,results/006Hours-250Hz-1.0s-GPU/detections/images_norm_overlays/motif4_a_match6_overlay.png,results/006Hours-250Hz-1.0s-GPU/detections/traces/motif4_a_match6.sac,results/006Hours-250Hz-1.0s-GPU/templates/traces/motif4_a.sac
motif4_a_match7,motif4_a,2024-09-23T04:23:00.696963Z,3945174,0.94100074939,,,,results/006Hours-250Hz-1.0s-GPU/detections/images/motif4_a_match7.png,results/006Hours-250Hz-1.0s-GPU/detections/images_normalized/motif4_a_match7_norm.png,results/006Hours-250Hz-1.0s-GPU/detections/images_norm_overlays/motif4_a_match7_overlay.png,results/006Hours-250Hz-1.0s-GPU/detections/traces/motif4_a_match7.sac,results/006Hours-250Hz-1.0s-GPU/templates/traces/motif4_a.sac
motif4_a_match8,motif4_a,2024-09-23T04:17:16.680942Z,3859170,0.939586959795,,,,results/006Hours-250Hz-1.0s-GPU/detections/images/motif4_a_match8.png,results/006Hours-250Hz-1.0s-GPU/detections/images_normalized/motif4_a_match8_norm.png,results/006Hours-250Hz-1.0s-GPU/detections/images_norm_overlays/motif4_a_match8_overlay.png,results/006Hours-250Hz-1.0s-GPU/detections/traces/motif4_a_match8.sac,results/006Hours-250Hz-1.0s-GPU/templates/traces/motif4_a.sac
motif4_a_match9,motif4_a,2024-09-23T05:44:52.441263Z,5173110,0.938282425242,,,,results/006Hours-250Hz-1.0s-GPU/detections/images/motif4_a_match9.png,results/006Hours-250Hz-1.0s-GPU/detections/images_normalized/motif4_a_match9_norm.png,results/006Hours-250Hz-1.0s-GPU/detections/images_norm_overlays/motif4_a_match9_overlay.png,results/006Hours-250Hz-1.0s-GPU/detections/traces/motif4_a_match9.sac,results/006Hours-250Hz-1.0s-GPU/templates/traces/motif4_a.sac
motif4_a_match10,motif4_a,2024-09-23T01:32:57.584340Z,1394396,0.935493125667,,,,results/006Hours-250Hz-1.0s-GPU/detections/images/motif4_a_match10.png,results/006Hours-250Hz-1.0s-GPU/detections/images_normalized/motif4_a_match10_norm.png,results/006Hours-250Hz-1.0s-GPU/detections/images_norm_overlays/motif4_a_match10_overlay.png,results/006Hours-250Hz-1.0s-GPU/detections/traces/motif4_a_match10.sac,results/006Hours-250Hz-1.0s-GPU/templates/traces/motif4_a.sac
motif4_a_match11,motif4_a,2024-09-23T00:24:57.992091Z,374498,0.935142962743,,,,results/006Hours-250Hz-1.0s-GPU/detections/images/motif4_a_match11.png,results/006Hours-250Hz-1.0s-GPU/detections/images_normalized/motif4_a_match11_norm.png,results/006Hours-250Hz-1.0s-GPU/detections/images_norm_overlays/motif4_a_match11_overlay.png,results/006Hours-250Hz-1.0s-GPU/detections/traces/motif4_a_match11.sac,results/006Hours-250Hz-1.0s-GPU/templates/traces/motif4_a.sac
motif4_a_match12,motif4_a,2024-09-23T01:53:57.888417Z,1709472,0.931746089736,,,,results/006Hours-250Hz-1.0s-GPU/detections/images/motif4_a_match12.png,results/006Hours-250Hz-1.0s-GPU/detections/images_normalized/motif4_a_match12_norm.png,results/006Hours-250Hz-1.0s-GPU/detections/images_norm_overlays/motif4_a_match12_overlay.png,results/006Hours-250Hz-1.0s-GPU/detections/traces/motif4_a_match12.sac,results/006Hours-250Hz-1.0s-GPU/templates/traces/motif4_a.sac
motif4_a_match13,motif4_a,2024-09-23T01:59:30.344438Z,1792586,0.929289687543,,,,results/006Hours-250Hz-1.0s-GPU/detections/images/motif4_a_match13.png,results/006Hours-250Hz-1.0s-GPU/detections/images_normalized/motif4_a_match13_norm.png,results/006Hours-250Hz-1.0s-GPU/detections/images_norm_overlays/motif4_a_match13_overlay.png,results/006Hours-250Hz-1.0s-GPU/detections/traces/motif4_a_match13.sac,results/006Hours-250Hz-1.0s-GPU/templates/traces/motif4_a.sac
motif4_a_match14,motif4_a,2024-09-23T02:35:13.252568Z,2328313,0.928680274941,,,,results/006Hours-250Hz-1.0s-GPU/detections/images/motif4_a_match14.png,results/006Hours-250Hz-1.0s-GPU/detections/images_normalized/motif4_a_match14_norm.png,results/006Hours-250Hz-1.0s-GPU/detections/images_norm_overlays/motif4_a_match14_overlay.png,results/006Hours-250Hz-1.0s-GPU/detections/traces/motif4_a_match14.sac,results/006Hours-250Hz-1.0s-GPU/templates/traces/motif4_a.sac
motif4_a_match15,motif4_a,2024-09-23T01:21:01.740297Z,1215435,0.928269656838,,,,results/006Hours-250Hz-1.0s-GPU/detections/images/motif4_a_match15.png,results/006Hours-250Hz-1.0s-GPU/detections/images_normalized/motif4_a_match15_norm.png,results/006Hours-250Hz-1.0s-GPU/detections/images_norm_overlays/motif4_a_match15_overlay.png,results/006Hours-250Hz-1.0s-GPU/detections/traces/motif4_a_match15.sac,results/006Hours-250Hz-1.0s-GPU/templates/traces/motif4_a.sac
motif4_a_match16,motif4_a,2024-09-23T02:53:20.132635Z,2600033,0.92814199722,,,,results/006Hours-250Hz-1.0s-GPU/detections/images/motif4_a_match16.png,results/006Hours-250Hz-1.0s-GPU/detections/images_normalized/motif4_a_match16_norm.png,results/006Hours-250Hz-1.0s-GPU/detections/images_norm_overlays/motif4_a_match16_overlay.png,results/006Hours-250Hz-1.0s-GPU/detections/traces/motif4_a_match16.sac,results/006Hours-250Hz-1.0s-GPU/templates/traces/motif4_a.sac
