template_id,start_time,end_time,station,network,channel,latitude,longitude,sampling_rate,start_index
motif1_a,2024-09-23T00:07:57.352029Z,2024-09-23T00:08:47.348032Z,,,,,,249.999984741,119338
motif4_b,2024-09-23T00:07:57.388029Z,2024-09-23T00:08:47.384032Z,,,,,,249.999984741,119347
motif1_b,2024-09-23T00:24:07.704088Z,2024-09-23T00:24:57.700091Z,,,,,,249.999984741,361926
motif4_a,2024-09-23T00:24:07.740088Z,2024-09-23T00:24:57.736091Z,,,,,,249.999984741,361935
