template_id,start_time,end_time,station,network,channel,latitude,longitude,sampling_rate,start_index
motif5_a,2024-09-23T00:06:34.512024Z,2024-09-23T00:06:35.508024Z,,,,,,249.999984741,98628
motif4_a,2024-09-23T00:24:56.712091Z,2024-09-23T00:24:57.708091Z,,,,,,249.999984741,374178
motif4_b,2024-09-23T00:26:25.080097Z,2024-09-23T00:26:26.076097Z,,,,,,249.999984741,396270
