template_id,start_time,end_time,station,network,channel,latitude,longitude,sampling_rate,start_index
motif2_b,2024-09-23T00:08:47.264032Z,2024-09-23T00:08:57.260033Z,,,,,,249.999984741,131816
motif2_a,2024-09-23T00:25:52.324095Z,2024-09-23T00:26:02.320095Z,,,,,,249.999984741,388081
